"year","race","hispanic","region","partyid","coninc","polviews"
1989,1,NA,5,5,15736,4
1989,1,NA,5,2,38467,3
1989,1,NA,5,5,76934,6
1989,1,NA,5,2,NA,4
1989,2,NA,5,1,108410,6
1989,1,NA,5,5,45461,3
1989,1,NA,5,1,33221,2
1989,1,NA,5,0,7693,6
1989,1,NA,5,1,15736,2
1989,1,NA,5,4,22730,5
1989,1,NA,5,0,22730,NA
1989,1,NA,5,5,45461,4
1989,1,NA,5,3,15736,4
1989,1,NA,5,6,6295,NA
1989,1,NA,5,6,19233,6
1989,2,NA,9,2,15736,4
1989,2,NA,9,0,7693,4
1989,2,NA,9,1,NA,4
1989,2,NA,9,1,12589,4
1989,1,NA,9,1,19233,6
1989,3,NA,9,0,9092,1
1989,3,NA,9,1,2798,3
1989,1,NA,9,6,62946,4
1989,1,NA,9,4,22730,4
1989,1,NA,9,5,19233,5
1989,1,NA,9,1,62946,4
1989,1,NA,9,6,45461,4
1989,1,NA,9,1,26227,4
1989,2,NA,9,3,15736,4
1989,2,NA,9,1,52455,2
1989,2,NA,9,3,62946,1
1989,1,NA,9,1,62946,4
1989,1,NA,9,3,108410,3
1989,1,NA,9,1,108410,4
1989,1,NA,9,2,15736,4
1989,1,NA,9,3,NA,2
1989,1,NA,9,3,NA,NA
1989,1,NA,9,1,NA,3
1989,1,NA,9,6,52455,5
1989,1,NA,9,5,33221,4
1989,1,NA,9,1,22730,3
1989,1,NA,9,4,4896,4
1989,1,NA,9,0,33221,NA
1989,1,NA,9,5,38467,6
1989,1,NA,9,0,38467,3
1989,1,NA,9,0,33221,5
1989,3,NA,9,3,76934,4
1989,1,NA,9,0,NA,2
1989,1,NA,9,1,45461,3
1989,1,NA,9,2,62946,4
1989,1,NA,9,6,52455,5
1989,1,NA,9,1,52455,4
1989,1,NA,9,5,52455,4
1989,1,NA,9,0,45461,4
1989,1,NA,8,5,29724,2
1989,1,NA,8,4,26227,5
1989,3,NA,8,0,4896,4
1989,3,NA,8,1,38467,4
1989,1,NA,8,2,29724,3
1989,1,NA,8,0,19233,3
1989,1,NA,8,5,7693,4
1989,1,NA,8,0,NA,3
1989,1,NA,8,4,62946,5
1989,1,NA,8,6,NA,7
1989,1,NA,8,1,52455,5
1989,1,NA,8,1,26227,3
1989,1,NA,8,1,29724,3
1989,1,NA,8,0,108410,2
1989,1,NA,8,3,29724,5
1989,1,NA,8,6,29724,6
1989,1,NA,8,1,52455,2
1989,2,NA,8,0,29724,3
1989,1,NA,8,1,NA,2
1989,1,NA,8,0,19233,6
1989,1,NA,8,6,76934,2
1989,1,NA,8,0,76934,5
1989,1,NA,9,1,33221,3
1989,1,NA,9,6,38467,6
1989,1,NA,9,5,62946,3
1989,1,NA,9,1,45461,3
1989,1,NA,9,4,22730,1
1989,1,NA,9,4,38467,6
1989,1,NA,9,2,62946,3
1989,3,NA,9,2,45461,4
1989,3,NA,9,1,29724,4
1989,1,NA,9,6,9092,5
1989,1,NA,9,5,108410,4
1989,3,NA,9,3,76934,3
1989,3,NA,9,1,76934,5
1989,1,NA,9,1,108410,4
1989,1,NA,9,2,10491,6
1989,1,NA,9,0,2798,3
1989,1,NA,9,2,NA,2
1989,1,NA,9,5,NA,2
1989,3,NA,9,0,76934,3
1989,1,NA,9,0,22730,3
1989,1,NA,9,0,15736,3
1989,1,NA,9,4,26227,4
1989,1,NA,9,5,108410,6
1989,1,NA,9,5,108410,2
1989,1,NA,9,2,52455,2
1989,1,NA,9,6,108410,7
1989,1,NA,9,1,29724,4
1989,1,NA,9,0,52455,4
1989,1,NA,9,2,NA,4
1989,1,NA,9,1,108410,4
1989,1,NA,9,2,45461,4
1989,1,NA,9,6,33221,6
1989,1,NA,9,6,62946,4
1989,1,NA,9,1,76934,2
1989,1,NA,9,6,62946,5
1989,1,NA,9,0,29724,4
1989,1,NA,9,5,52455,5
1989,1,NA,9,1,76934,3
1989,1,NA,9,1,9092,4
1989,1,NA,9,1,19233,3
1989,1,NA,9,5,15736,5
1989,1,NA,9,5,2798,5
1989,1,NA,9,0,62946,4
1989,1,NA,9,5,33221,4
1989,1,NA,9,1,38467,3
1989,1,NA,9,3,108410,4
1989,1,NA,9,1,108410,3
1989,1,NA,9,4,108410,4
1989,1,NA,9,1,108410,6
1989,1,NA,9,5,108410,5
1989,1,NA,9,5,76934,3
1989,1,NA,9,5,62946,3
1989,1,NA,9,1,108410,4
1989,1,NA,9,5,108410,5
1989,1,NA,9,0,10491,4
1989,1,NA,9,0,108410,4
1989,1,NA,9,5,62946,4
1989,1,NA,9,5,108410,5
1989,1,NA,9,2,108410,4
1989,1,NA,9,2,29724,2
1989,1,NA,9,7,38467,1
1989,1,NA,9,1,19233,3
1989,1,NA,9,1,38467,5
1989,1,NA,9,5,62946,6
1989,1,NA,9,5,52455,5
1989,1,NA,9,4,108410,7
1989,3,NA,9,2,62946,4
1989,1,NA,9,4,45461,5
1989,1,NA,9,0,12589,2
1989,1,NA,9,1,26227,4
1989,1,NA,9,0,108410,1
1989,3,NA,9,3,26227,4
1989,1,NA,9,2,26227,2
1989,1,NA,9,5,108410,4
1989,1,NA,8,1,108410,6
1989,1,NA,8,5,45461,4
1989,1,NA,8,1,52455,4
1989,1,NA,8,3,19233,2
1989,1,NA,8,2,33221,4
1989,1,NA,8,1,52455,5
1989,1,NA,8,6,19233,4
1989,1,NA,8,2,22730,4
1989,1,NA,8,5,29724,7
1989,1,NA,8,5,22730,4
1989,1,NA,8,3,22730,3
1989,2,NA,8,6,12589,7
1989,3,NA,8,2,699,3
1989,2,NA,8,0,7693,4
1989,2,NA,8,0,33221,2
1989,1,NA,8,6,12589,6
1989,1,NA,8,4,7693,4
1989,1,NA,8,1,15736,4
1989,1,NA,8,5,62946,4
1989,1,NA,8,2,52455,4
1989,1,NA,8,5,76934,3
1989,1,NA,8,6,22730,4
1989,1,NA,8,5,62946,5
1989,1,NA,8,4,38467,4
1989,1,NA,8,6,29724,4
1989,1,NA,8,6,26227,6
1989,1,NA,8,0,45461,3
1989,1,NA,8,5,76934,6
1989,1,NA,8,6,62946,4
1989,1,NA,8,3,NA,3
1989,1,NA,8,3,29724,4
1989,1,NA,8,2,62946,4
1989,1,NA,8,4,26227,4
1989,1,NA,8,6,33221,6
1989,1,NA,8,1,45461,3
1989,1,NA,8,0,NA,4
1989,1,NA,2,5,76934,4
1989,1,NA,2,5,38467,4
1989,1,NA,2,0,45461,3
1989,1,NA,2,1,108410,3
1989,1,NA,2,5,76934,4
1989,1,NA,2,3,62946,6
1989,1,NA,2,1,699,4
1989,1,NA,2,0,33221,4
1989,1,NA,2,2,12589,4
1989,1,NA,2,3,6295,3
1989,1,NA,2,5,699,5
1989,1,NA,2,2,NA,4
1989,1,NA,2,5,52455,5
1989,1,NA,2,5,26227,3
1989,1,NA,2,6,22730,5
1989,1,NA,2,5,15736,4
1989,1,NA,2,0,38467,4
1989,1,NA,2,3,NA,5
1989,1,NA,2,5,15736,4
1989,1,NA,2,3,NA,NA
1989,1,NA,2,5,19233,6
1989,1,NA,2,3,108410,4
1989,1,NA,2,3,NA,3
1989,1,NA,2,5,76934,5
1989,1,NA,2,5,19233,4
1989,1,NA,2,1,108410,6
1989,1,NA,2,7,26227,4
1989,1,NA,2,3,7693,3
1989,1,NA,2,3,15736,NA
1989,1,NA,2,5,NA,4
1989,1,NA,2,1,38467,5
1989,1,NA,1,4,9092,4
1989,1,NA,1,6,52455,5
1989,1,NA,1,4,19233,4
1989,1,NA,1,5,38467,2
1989,1,NA,1,4,62946,5
1989,1,NA,1,1,52455,3
1989,1,NA,1,5,15736,6
1989,1,NA,1,6,7693,4
1989,1,NA,1,1,52455,3
1989,1,NA,1,4,38467,2
1989,1,NA,1,2,52455,4
1989,1,NA,1,5,108410,6
1989,1,NA,1,4,76934,4
1989,1,NA,1,1,19233,5
1989,1,NA,1,1,38467,2
1989,1,NA,1,2,38467,3
1989,1,NA,1,0,62946,4
1989,1,NA,1,5,2798,4
1989,1,NA,1,2,19233,5
1989,1,NA,1,5,15736,5
1989,1,NA,3,5,26227,4
1989,1,NA,3,6,33221,3
1989,1,NA,3,5,38467,4
1989,1,NA,3,5,15736,3
1989,1,NA,3,4,45461,4
1989,1,NA,3,5,108410,4
1989,1,NA,3,5,NA,4
1989,1,NA,3,5,NA,3
1989,1,NA,3,1,26227,4
1989,1,NA,3,1,52455,4
1989,1,NA,3,0,19233,2
1989,1,NA,3,3,NA,4
1989,1,NA,3,3,NA,4
1989,1,NA,3,5,6295,4
1989,1,NA,3,4,45461,4
1989,1,NA,3,3,52455,NA
1989,1,NA,3,0,62946,2
1989,1,NA,3,2,19233,4
1989,1,NA,3,3,62946,5
1989,1,NA,3,5,15736,4
1989,1,NA,3,6,19233,4
1989,1,NA,3,6,NA,4
1989,1,NA,3,6,33221,4
1989,1,NA,3,1,15736,4
1989,1,NA,3,1,7693,5
1989,1,NA,3,NA,19233,NA
1989,1,NA,3,0,62946,4
1989,1,NA,3,5,62946,4
1989,1,NA,3,5,NA,4
1989,1,NA,3,2,38467,2
1989,1,NA,3,1,29724,4
1989,1,NA,3,0,38467,6
1989,1,NA,3,6,NA,4
1989,1,NA,3,0,52455,4
1989,1,NA,3,1,62946,5
1989,1,NA,3,1,15736,4
1989,1,NA,3,3,52455,4
1989,1,NA,3,1,6295,4
1989,1,NA,3,1,33221,4
1989,1,NA,3,2,22730,5
1989,1,NA,3,5,26227,4
1989,1,NA,3,1,22730,4
1989,1,NA,3,6,22730,4
1989,1,NA,3,0,22730,4
1989,1,NA,4,1,45461,4
1989,1,NA,4,4,15736,6
1989,1,NA,4,5,NA,NA
1989,1,NA,4,4,NA,6
1989,1,NA,4,5,45461,4
1989,1,NA,4,2,9092,1
1989,1,NA,4,1,38467,4
1989,1,NA,4,0,45461,5
1989,1,NA,4,4,38467,3
1989,1,NA,4,5,15736,4
1989,1,NA,4,3,7693,3
1989,1,NA,4,3,22730,5
1989,1,NA,4,1,19233,4
1989,1,NA,4,4,33221,3
1989,1,NA,4,0,15736,2
1989,1,NA,4,1,22730,4
1989,1,NA,4,0,19233,5
1989,1,NA,4,2,19233,4
1989,1,NA,4,3,15736,3
1989,1,NA,4,6,22730,6
1989,1,NA,4,5,22730,4
1989,1,NA,4,1,12589,4
1989,1,NA,4,6,NA,3
1989,1,NA,4,5,38467,4
1989,1,NA,4,0,38467,4
1989,1,NA,4,6,12589,5
1989,1,NA,4,1,22730,4
1989,1,NA,4,3,NA,2
1989,1,NA,4,5,NA,5
1989,1,NA,4,5,29724,5
1989,1,NA,4,1,NA,NA
1989,1,NA,4,5,52455,5
1989,1,NA,4,5,108410,6
1989,1,NA,4,3,NA,NA
1989,1,NA,4,5,12589,5
1989,1,NA,4,6,NA,4
1989,1,NA,4,5,NA,5
1989,1,NA,4,5,108410,6
1989,1,NA,4,0,76934,2
1989,1,NA,4,5,15736,5
1989,1,NA,3,1,38467,4
1989,1,NA,3,0,26227,5
1989,1,NA,3,1,12589,2
1989,1,NA,3,5,19233,4
1989,1,NA,3,0,76934,4
1989,1,NA,3,5,38467,5
1989,1,NA,3,1,45461,4
1989,1,NA,3,4,62946,6
1989,1,NA,3,5,29724,5
1989,1,NA,3,1,33221,4
1989,1,NA,3,0,22730,4
1989,1,NA,3,5,12589,2
1989,1,NA,3,5,76934,5
1989,1,NA,3,0,29724,3
1989,1,NA,3,3,45461,4
1989,1,NA,3,5,45461,4
1989,1,NA,4,5,45461,6
1989,1,NA,4,1,76934,3
1989,1,NA,4,1,38467,2
1989,1,NA,4,5,52455,4
1989,1,NA,4,6,62946,6
1989,1,NA,4,6,NA,6
1989,1,NA,4,2,62946,4
1989,1,NA,4,0,12589,4
1989,1,NA,4,1,6295,4
1989,1,NA,4,0,26227,4
1989,1,NA,4,0,22730,5
1989,1,NA,4,0,29724,3
1989,1,NA,4,1,22730,4
1989,1,NA,4,0,10491,4
1989,1,NA,4,3,15736,5
1989,1,NA,4,0,38467,1
1989,1,NA,4,2,22730,3
1989,1,NA,4,3,38467,5
1989,1,NA,4,5,62946,5
1989,1,NA,4,5,12589,5
1989,1,NA,4,4,76934,6
1989,1,NA,4,1,45461,4
1989,1,NA,4,0,15736,4
1989,1,NA,4,5,9092,6
1989,1,NA,4,2,NA,6
1989,1,NA,4,3,10491,4
1989,1,NA,4,5,22730,3
1989,1,NA,4,0,NA,4
1989,1,NA,4,6,62946,5
1989,1,NA,4,4,45461,3
1989,1,NA,4,5,45461,4
1989,1,NA,4,1,76934,5
1989,1,NA,4,6,62946,6
1989,1,NA,4,5,33221,5
1989,1,NA,4,5,NA,4
1989,1,NA,4,2,52455,5
1989,1,NA,6,1,38467,4
1989,1,NA,6,5,52455,6
1989,1,NA,6,5,76934,6
1989,1,NA,6,5,62946,3
1989,1,NA,6,1,19233,6
1989,1,NA,6,6,15736,6
1989,1,NA,6,5,7693,6
1989,1,NA,6,0,22730,5
1989,1,NA,6,3,22730,4
1989,1,NA,6,2,22730,4
1989,1,NA,6,0,10491,2
1989,1,NA,6,3,108410,6
1989,2,NA,6,1,62946,4
1989,1,NA,6,5,15736,4
1989,1,NA,6,1,12589,5
1989,1,NA,6,0,12589,2
1989,1,NA,6,2,26227,2
1989,1,NA,5,3,22730,4
1989,1,NA,5,6,12589,4
1989,1,NA,5,5,108410,7
1989,1,NA,5,1,33221,3
1989,1,NA,5,6,52455,4
1989,1,NA,5,4,52455,4
1989,1,NA,5,1,NA,3
1989,1,NA,5,2,52455,3
1989,1,NA,5,5,108410,4
1989,1,NA,5,2,45461,3
1989,1,NA,5,6,22730,4
1989,1,NA,5,3,38467,5
1989,1,NA,5,6,38467,4
1989,1,NA,5,0,76934,4
1989,1,NA,5,3,NA,4
1989,2,NA,5,1,NA,4
1989,1,NA,5,4,108410,6
1989,1,NA,5,0,38467,3
1989,1,NA,5,7,33221,4
1989,2,NA,5,0,12589,NA
1989,1,NA,7,0,19233,7
1989,1,NA,7,1,15736,4
1989,1,NA,7,5,6295,NA
1989,1,NA,7,4,15736,2
1989,1,NA,7,1,22730,2
1989,1,NA,7,5,9092,4
1989,1,NA,7,1,12589,5
1989,1,NA,7,5,19233,6
1989,1,NA,7,5,29724,5
1989,1,NA,7,6,45461,7
1989,1,NA,7,2,45461,4
1989,1,NA,7,3,38467,3
1989,1,NA,7,5,19233,4
1989,1,NA,7,6,29724,6
1989,1,NA,7,6,45461,2
1989,1,NA,7,2,22730,4
1989,1,NA,7,5,29724,6
1989,1,NA,7,4,9092,6
1989,1,NA,7,2,15736,6
1989,1,NA,7,0,52455,2
1989,1,NA,5,3,NA,4
1989,1,NA,5,2,12589,5
1989,1,NA,5,2,26227,4
1989,1,NA,5,3,19233,4
1989,1,NA,5,6,15736,5
1989,1,NA,5,0,62946,3
1989,1,NA,5,1,15736,4
1989,1,NA,5,0,15736,3
1989,1,NA,5,1,9092,5
1989,1,NA,5,5,NA,NA
1989,1,NA,5,2,29724,4
1989,1,NA,5,4,38467,5
1989,1,NA,5,1,33221,5
1989,1,NA,5,4,22730,5
1989,1,NA,5,1,19233,4
1989,1,NA,5,6,26227,5
1989,1,NA,5,6,45461,5
1989,1,NA,5,5,38467,4
1989,1,NA,5,1,NA,2
1989,1,NA,5,1,26227,2
1989,1,NA,5,4,NA,4
1989,1,NA,5,5,19233,7
1989,1,NA,5,0,NA,4
1989,2,NA,7,0,6295,5
1989,3,NA,7,4,6295,2
1989,3,NA,7,0,19233,4
1989,1,NA,7,6,45461,5
1989,1,NA,7,5,38467,4
1989,1,NA,7,5,38467,5
1989,1,NA,7,6,45461,6
1989,3,NA,7,3,6295,4
1989,1,NA,7,5,15736,5
1989,1,NA,7,5,33221,6
1989,1,NA,7,1,6295,4
1989,2,NA,7,5,6295,3
1989,2,NA,7,0,29724,4
1989,2,NA,7,1,4896,5
1989,1,NA,7,3,2798,4
1989,2,NA,7,1,22730,7
1989,2,NA,7,4,6295,6
1989,1,NA,7,2,12589,7
1989,1,NA,7,6,22730,1
1989,1,NA,7,5,33221,6
1989,1,NA,7,2,22730,NA
1989,1,NA,7,2,12589,4
1989,1,NA,7,0,6295,NA
1989,1,NA,7,2,22730,6
1989,1,NA,7,1,29724,4
1989,2,NA,6,3,NA,4
1989,2,NA,6,0,NA,NA
1989,2,NA,6,1,12589,NA
1989,2,NA,6,0,19233,4
1989,1,NA,6,3,6295,3
1989,1,NA,6,3,6295,4
1989,2,NA,6,1,12589,2
1989,2,NA,6,0,6295,3
1989,2,NA,6,1,6295,5
1989,1,NA,6,0,12589,4
1989,1,NA,6,4,45461,5
1989,1,NA,6,1,19233,3
1989,1,NA,6,0,10491,NA
1989,1,NA,6,3,10491,3
1989,1,NA,6,4,29724,5
1989,1,NA,6,0,26227,2
1989,1,NA,6,3,108410,5
1989,1,NA,6,3,52455,2
1989,1,NA,6,0,15736,NA
1989,1,NA,6,3,NA,NA
1989,1,NA,6,1,10491,NA
1989,1,NA,6,0,45461,NA
1989,2,NA,6,3,2798,NA
1989,1,NA,6,3,29724,4
1989,1,NA,6,1,33221,NA
1989,1,NA,6,6,15736,5
1989,1,NA,6,1,6295,NA
1989,1,NA,6,1,7693,NA
1989,1,NA,6,6,NA,2
1989,1,NA,6,1,52455,NA
1989,1,NA,6,3,26227,NA
1989,1,NA,6,3,NA,NA
1989,1,NA,6,5,15736,NA
1989,1,NA,5,2,699,4
1989,1,NA,5,3,2798,4
1989,1,NA,5,5,NA,4
1989,1,NA,5,3,NA,4
1989,1,NA,5,5,62946,3
1989,1,NA,5,5,NA,4
1989,1,NA,5,0,6295,2
1989,1,NA,5,0,NA,2
1989,1,NA,5,6,19233,4
1989,1,NA,5,3,22730,6
1989,1,NA,5,3,NA,4
1989,1,NA,5,5,22730,NA
1989,1,NA,5,4,45461,4
1989,1,NA,5,6,108410,5
1989,1,NA,5,6,9092,1
1989,1,NA,5,1,38467,4
1989,1,NA,5,6,108410,5
1989,1,NA,5,5,108410,6
1989,1,NA,5,5,108410,3
1989,1,NA,5,1,62946,2
1989,1,NA,5,1,108410,1
1989,1,NA,5,5,108410,5
1989,1,NA,5,6,76934,4
1989,1,NA,5,2,62946,2
1989,1,NA,5,0,NA,NA
1989,1,NA,5,5,52455,5
1989,1,NA,5,2,45461,4
1989,1,NA,5,5,38467,5
1989,1,NA,5,6,76934,6
1989,1,NA,5,5,108410,4
1989,1,NA,5,0,NA,6
1989,1,NA,5,4,26227,2
1989,1,NA,5,2,33221,4
1989,1,NA,5,6,45461,4
1989,1,NA,5,4,45461,6
1989,2,NA,5,1,6295,3
1989,2,NA,5,1,12589,1
1989,2,NA,5,0,22730,3
1989,2,NA,5,0,4896,4
1989,2,NA,5,2,9092,3
1989,1,NA,5,1,38467,5
1989,3,NA,5,0,76934,4
1989,1,NA,5,6,10491,4
1989,1,NA,5,3,7693,NA
1989,1,NA,5,6,29724,6
1989,1,NA,5,1,62946,4
1989,3,NA,5,1,33221,4
1989,3,NA,5,3,29724,NA
1989,3,NA,5,3,33221,NA
1989,3,NA,5,1,33221,4
1989,3,NA,5,1,108410,1
1989,3,NA,5,1,29724,6
1989,2,NA,5,0,15736,4
1989,1,NA,9,6,108410,7
1989,1,NA,9,1,15736,4
1989,1,NA,9,1,29724,4
1989,1,NA,9,1,22730,3
1989,1,NA,9,5,108410,5
1989,1,NA,9,6,22730,6
1989,1,NA,9,5,62946,6
1989,1,NA,9,3,38467,4
1989,1,NA,9,5,108410,6
1989,1,NA,9,1,15736,3
1989,1,NA,9,1,38467,6
1989,1,NA,9,1,22730,4
1989,1,NA,9,6,29724,6
1989,1,NA,9,2,38467,5
1989,1,NA,9,1,33221,1
1989,1,NA,9,1,15736,4
1989,1,NA,9,5,7693,4
1989,1,NA,9,0,10491,6
1989,1,NA,9,6,19233,3
1989,1,NA,9,4,15736,4
1989,1,NA,9,1,15736,NA
1989,1,NA,9,1,62946,4
1989,1,NA,9,1,108410,4
1989,1,NA,9,1,76934,2
1989,1,NA,9,5,33221,5
1989,1,NA,9,4,76934,4
1989,1,NA,9,1,12589,2
1989,1,NA,9,1,76934,4
1989,1,NA,8,6,15736,6
1989,1,NA,8,5,108410,2
1989,1,NA,8,2,108410,5
1989,1,NA,8,1,15736,3
1989,1,NA,8,1,15736,3
1989,1,NA,8,0,26227,3
1989,1,NA,8,0,76934,2
1989,1,NA,8,5,NA,4
1989,1,NA,8,0,NA,3
1989,1,NA,8,1,33221,4
1989,1,NA,8,2,52455,2
1989,1,NA,8,5,15736,6
1989,1,NA,8,2,4896,6
1989,1,NA,8,0,29724,4
1989,1,NA,8,3,62946,4
1989,1,NA,8,1,38467,3
1989,1,NA,8,3,33221,5
1989,1,NA,8,3,12589,NA
1989,1,NA,8,2,699,7
1989,1,NA,8,5,12589,5
1989,1,NA,8,5,19233,4
1989,1,NA,8,3,45461,3
1989,1,NA,8,1,45461,5
1989,1,NA,8,0,6295,NA
1989,1,NA,8,6,108410,6
1989,3,NA,8,1,29724,5
1989,1,NA,8,0,10491,4
1989,1,NA,8,5,62946,4
1989,1,NA,8,3,45461,3
1989,1,NA,8,4,26227,5
1989,1,NA,8,3,33221,3
1989,1,NA,8,3,52455,5
1989,1,NA,8,3,62946,4
1989,1,NA,8,3,19233,4
1990,1,NA,2,5,43589,4
1990,1,NA,2,4,43589,1
1990,1,NA,2,6,NA,7
1990,1,NA,2,0,43589,1
1990,2,NA,2,1,12071,4
1990,2,NA,2,2,12071,NA
1990,2,NA,2,0,NA,2
1990,1,NA,2,4,115822,5
1990,1,NA,2,1,115822,4
1990,1,NA,2,4,43589,4
1990,1,NA,2,1,21795,4
1990,1,NA,2,5,NA,4
1990,1,NA,2,6,6035,6
1990,1,NA,2,1,NA,4
1990,2,NA,2,0,36883,4
1990,2,NA,2,1,NA,2
1990,1,NA,2,1,NA,4
1990,1,NA,2,1,15089,3
1990,2,NA,2,3,60354,4
1990,2,NA,2,1,115822,3
1990,2,NA,2,1,NA,4
1990,2,NA,2,1,36883,4
1990,3,NA,2,3,12071,4
1990,3,NA,2,2,NA,NA
1990,2,NA,2,1,115822,2
1990,3,NA,2,1,10059,2
1990,1,NA,2,1,115822,4
1990,2,NA,2,1,4694,6
1990,2,NA,2,6,43589,5
1990,2,NA,2,0,73766,3
1990,2,NA,2,3,12071,4
1990,2,NA,2,5,NA,2
1990,2,NA,2,1,73766,5
1990,2,NA,2,5,28501,4
1990,3,NA,2,1,15089,4
1990,3,NA,2,1,NA,2
1990,3,NA,2,0,36883,4
1990,1,NA,2,1,4694,6
1990,1,NA,2,5,36883,2
1990,1,NA,2,5,43589,5
1990,1,NA,2,5,28501,5
1990,1,NA,2,4,115822,4
1990,1,NA,2,5,115822,4
1990,1,NA,2,1,115822,4
1990,1,NA,2,1,50295,4
1990,1,NA,2,4,43589,6
1990,1,NA,2,6,60354,4
1990,1,NA,2,6,50295,4
1990,1,NA,2,0,NA,2
1990,3,NA,2,3,28501,4
1990,1,NA,9,6,25148,1
1990,1,NA,9,3,73766,2
1990,1,NA,9,1,21795,4
1990,1,NA,9,3,25148,4
1990,2,NA,9,2,NA,4
1990,1,NA,9,1,6035,1
1990,1,NA,9,5,115822,4
1990,2,NA,9,1,115822,4
1990,3,NA,9,2,115822,2
1990,2,NA,9,6,2682,6
1990,3,NA,9,4,25148,3
1990,2,NA,9,1,4694,4
1990,1,NA,9,1,36883,4
1990,1,NA,9,5,115822,3
1990,1,NA,9,1,115822,2
1990,1,NA,9,1,115822,2
1990,1,NA,9,0,115822,4
1990,1,NA,9,4,115822,2
1990,1,NA,9,5,21795,5
1990,1,NA,9,1,15089,2
1990,1,NA,9,5,43589,4
1990,1,NA,9,5,21795,5
1990,2,NA,9,2,15089,3
1990,1,NA,9,6,31854,5
1990,3,NA,9,1,50295,2
1990,1,NA,9,1,12071,2
1990,1,NA,9,6,115822,5
1990,1,NA,9,0,25148,2
1990,2,NA,9,0,NA,2
1990,1,NA,9,4,NA,4
1990,1,NA,9,6,60354,4
1990,1,NA,9,1,36883,4
1990,1,NA,9,3,12071,2
1990,1,NA,9,3,25148,4
1990,1,NA,9,2,115822,5
1990,1,NA,3,3,36883,4
1990,1,NA,3,3,115822,5
1990,1,NA,3,2,10059,4
1990,1,NA,3,2,73766,3
1990,1,NA,3,2,NA,5
1990,1,NA,3,2,28501,3
1990,1,NA,3,3,8718,4
1990,1,NA,3,5,60354,4
1990,1,NA,3,0,31854,5
1990,1,NA,3,6,NA,4
1990,1,NA,3,5,NA,6
1990,1,NA,3,4,28501,3
1990,1,NA,3,1,115822,2
1990,1,NA,3,1,15089,4
1990,2,NA,3,0,10059,2
1990,2,NA,3,2,60354,3
1990,2,NA,3,0,50295,2
1990,1,NA,3,5,115822,4
1990,1,NA,3,6,115822,2
1990,1,NA,3,0,115822,3
1990,1,NA,3,0,115822,3
1990,1,NA,3,0,73766,1
1990,1,NA,3,5,115822,5
1990,1,NA,3,1,115822,2
1990,1,NA,3,6,60354,5
1990,1,NA,3,1,36883,6
1990,1,NA,3,0,36883,4
1990,1,NA,3,3,60354,5
1990,1,NA,3,4,43589,5
1990,1,NA,3,5,73766,3
1990,3,NA,3,2,60354,5
1990,1,NA,3,5,21795,3
1990,1,NA,3,2,7377,5
1990,3,NA,3,1,50295,2
1990,1,NA,3,3,NA,6
1990,1,NA,3,5,50295,6
1990,1,NA,3,0,8718,4
1990,1,NA,3,0,10059,4
1990,1,NA,3,1,115822,3
1990,1,NA,3,3,73766,4
1990,2,NA,2,3,NA,NA
1990,2,NA,2,3,NA,4
1990,2,NA,2,0,25148,4
1990,2,NA,2,0,28501,4
1990,1,NA,2,0,50295,5
1990,1,NA,2,2,73766,5
1990,1,NA,2,5,73766,4
1990,1,NA,2,2,NA,3
1990,1,NA,2,5,NA,5
1990,1,NA,2,6,115822,4
1990,1,NA,2,3,18442,4
1990,1,NA,2,6,36883,5
1990,1,NA,2,1,60354,5
1990,1,NA,2,5,43589,4
1990,1,NA,2,1,36883,6
1990,1,NA,2,5,115822,5
1990,1,NA,2,7,60354,5
1990,1,NA,2,2,73766,5
1990,1,NA,2,5,12071,7
1990,1,NA,2,5,60354,2
1990,1,NA,2,6,43589,4
1990,1,NA,2,5,73766,4
1990,1,NA,2,1,36883,2
1990,1,NA,2,0,28501,4
1990,1,NA,2,1,18442,3
1990,1,NA,2,1,60354,4
1990,1,NA,2,1,8718,2
1990,1,NA,3,6,73766,6
1990,1,NA,3,5,43589,2
1990,2,NA,3,0,43589,2
1990,2,NA,3,0,12071,7
1990,1,NA,3,6,60354,7
1990,1,NA,3,0,115822,2
1990,1,NA,3,4,28501,6
1990,1,NA,3,5,60354,5
1990,1,NA,3,1,36883,4
1990,3,NA,9,3,NA,NA
1990,1,NA,9,0,31854,2
1990,1,NA,9,3,36883,2
1990,1,NA,9,5,43589,4
1990,1,NA,9,5,21795,2
1990,1,NA,9,0,28501,4
1990,1,NA,9,1,115822,5
1990,1,NA,9,2,115822,4
1990,1,NA,9,5,21795,4
1990,1,NA,9,5,115822,3
1990,1,NA,9,5,NA,4
1990,1,NA,9,5,NA,4
1990,2,NA,9,2,12071,2
1990,2,NA,9,4,NA,1
1990,1,NA,5,5,73766,6
1990,1,NA,5,2,115822,4
1990,1,NA,5,5,115822,2
1990,1,NA,5,1,115822,3
1990,1,NA,5,3,NA,5
1990,1,NA,5,6,73766,5
1990,3,NA,5,4,115822,5
1990,1,NA,5,NA,60354,4
1990,1,NA,5,6,50295,6
1990,1,NA,5,2,73766,3
1990,2,NA,5,4,36883,5
1990,1,NA,5,1,36883,2
1990,1,NA,5,3,115822,4
1990,1,NA,5,5,NA,4
1990,2,NA,5,1,6035,4
1990,2,NA,5,1,15089,4
1990,2,NA,5,2,NA,4
1990,2,NA,5,1,NA,2
