"year","race","hispanic","region","partyid","coninc","polviews"
1982,1,NA,9,4,NA,6
1982,1,NA,9,5,42979,4
1982,1,NA,9,5,16287,4
1982,1,NA,9,1,20358,2
1982,1,NA,2,3,54289,2
1982,1,NA,2,1,20358,4
1982,1,NA,2,1,NA,NA
1982,1,NA,2,4,20358,4
1982,1,NA,2,5,29406,6
1982,1,NA,2,4,NA,4
1982,1,NA,2,6,16287,1
1982,1,NA,2,3,29406,4
1982,1,NA,2,3,113330,1
1982,1,NA,2,3,113330,4
1982,1,NA,2,0,76909,3
1982,1,NA,2,3,54289,4
1982,1,NA,2,1,42979,5
1982,1,NA,2,3,54289,3
1982,1,NA,2,1,24882,2
1982,1,NA,2,3,76909,3
1982,1,NA,2,2,38455,4
1982,1,NA,3,6,54289,4
1982,1,NA,3,0,NA,5
1982,1,NA,3,1,33931,3
1982,1,NA,3,1,6334,5
1982,1,NA,3,1,NA,5
1982,1,NA,3,2,33931,4
1982,1,NA,3,5,42979,4
1982,1,NA,3,3,11763,NA
1982,1,NA,3,0,11763,4
1982,1,NA,3,3,24882,NA
1982,1,NA,3,4,20358,3
1982,1,NA,3,1,38455,5
1982,1,NA,3,5,16287,4
1982,1,NA,3,3,13572,4
1982,1,NA,3,5,9953,4
1982,1,NA,3,5,54289,2
1982,1,NA,3,1,NA,4
1982,1,NA,3,0,24882,1
1982,1,NA,3,6,24882,2
1982,1,NA,3,2,24882,2
1982,1,NA,3,5,42979,4
1982,1,NA,3,5,76909,4
1982,1,NA,3,1,54289,6
1982,1,NA,3,1,20358,3
1982,1,NA,3,5,33931,4
1982,1,NA,3,2,9953,3
1982,1,NA,3,4,29406,4
1982,1,NA,3,3,3619,2
1982,1,NA,3,5,38455,5
1982,1,NA,3,2,54289,NA
1982,1,NA,3,1,76909,5
1982,1,NA,3,1,13572,6
1982,1,NA,3,0,20358,3
1982,1,NA,3,1,76909,4
1982,1,NA,3,0,24882,6
1982,1,NA,3,2,NA,4
1982,1,NA,3,3,20358,6
1982,1,NA,3,1,11763,4
1982,1,NA,3,1,76909,4
1982,1,NA,3,1,11763,4
1982,1,NA,3,5,16287,4
1982,1,NA,3,0,24882,NA
1982,1,NA,3,1,9953,4
1982,1,NA,3,1,8143,4
1982,1,NA,3,4,16287,1
1982,1,NA,3,2,54289,5
1982,1,NA,3,3,8143,4
1982,1,NA,3,1,8143,2
1982,1,NA,3,3,6334,4
1982,1,NA,3,5,20358,4
1982,1,NA,3,0,16287,5
1982,1,NA,3,0,20358,3
1982,1,NA,3,1,6334,6
1982,1,NA,3,2,20358,2
1982,1,NA,5,1,16287,7
1982,1,NA,5,2,3619,4
1982,1,NA,5,6,9953,4
1982,1,NA,5,6,42979,7
1982,1,NA,5,2,13572,4
1982,1,NA,5,3,3619,NA
1982,1,NA,5,0,9953,6
1982,1,NA,5,3,20358,4
1982,1,NA,5,1,76909,4
1982,1,NA,5,4,29406,2
1982,1,NA,5,4,13572,4
1982,1,NA,5,4,76909,5
1982,1,NA,5,5,42979,5
1982,1,NA,5,1,NA,5
1982,1,NA,7,3,24882,6
1982,1,NA,7,5,113330,5
1982,1,NA,7,5,24882,4
1982,1,NA,7,0,76909,3
1982,1,NA,7,4,NA,4
1982,1,NA,7,6,24882,6
1982,1,NA,7,3,113330,4
1982,1,NA,7,4,42979,6
1982,1,NA,7,1,9953,4
1982,3,NA,7,1,11763,3
1982,1,NA,7,4,42979,6
1982,1,NA,7,5,38455,5
1982,1,NA,7,5,54289,5
1982,1,NA,7,6,54289,6
1982,1,NA,7,3,6334,2
1982,1,NA,7,0,54289,3
1982,1,NA,7,0,NA,4
1982,1,NA,7,0,24882,4
1982,1,NA,7,3,24882,NA
1982,1,NA,7,4,113330,6
1982,1,NA,7,6,76909,7
1982,1,NA,7,4,29406,4
1982,1,NA,7,6,76909,6
1982,1,NA,7,6,76909,6
1982,1,NA,7,1,76909,5
1982,1,NA,7,4,24882,7
1982,1,NA,7,5,113330,4
1982,1,NA,6,1,20358,NA
1982,1,NA,6,1,8143,NA
1982,1,NA,6,3,54289,6
1982,1,NA,6,0,3619,NA
1982,1,NA,6,4,76909,5
1982,1,NA,6,1,NA,NA
1982,1,NA,6,6,8143,4
1982,1,NA,6,6,42979,6
1982,1,NA,6,4,113330,5
1982,1,NA,6,6,33931,6
1982,1,NA,6,1,16287,5
1982,2,NA,6,1,13572,5
1982,3,NA,6,3,20358,5
1982,1,NA,6,5,20358,6
1982,1,NA,6,0,42979,6
1982,1,NA,8,2,54289,5
1982,1,NA,8,4,113330,4
1982,1,NA,8,3,13572,4
1982,1,NA,8,1,16287,4
1982,1,NA,8,3,113330,5
1982,1,NA,8,5,54289,3
1982,1,NA,8,2,76909,3
1982,1,NA,8,4,24882,3
1982,1,NA,8,2,113330,3
1982,1,NA,8,4,54289,6
1982,1,NA,8,1,3619,3
1982,1,NA,8,3,NA,6
1982,1,NA,8,2,54289,4
1982,1,NA,8,1,29406,4
1982,1,NA,8,1,NA,NA
1982,1,NA,8,3,38455,4
1982,1,NA,9,5,9953,4
1982,1,NA,9,6,113330,5
1982,1,NA,9,1,13572,6
1982,1,NA,9,2,38455,3
1982,1,NA,9,1,NA,4
1982,1,NA,9,3,42979,4
1982,1,NA,9,2,9953,NA
1982,1,NA,9,0,8143,4
1982,1,NA,9,1,13572,2
1982,3,NA,9,1,29406,6
1982,1,NA,9,5,20358,NA
1982,1,NA,9,2,24882,NA
1982,1,NA,9,6,113330,5
1982,1,NA,9,5,42979,4
1982,1,NA,9,6,113330,5
1982,1,NA,3,3,24882,4
1982,1,NA,3,3,76909,5
1982,1,NA,3,4,16287,4
1982,1,NA,3,6,113330,6
1982,1,NA,3,2,33931,4
1982,1,NA,3,5,NA,6
1982,1,NA,3,1,38455,4
1982,1,NA,3,1,54289,3
1982,1,NA,3,6,38455,6
1982,1,NA,3,0,20358,4
1982,1,NA,3,4,11763,4
1982,1,NA,3,5,54289,6
1982,1,NA,3,4,54289,4
1982,1,NA,3,2,3619,2
1982,1,NA,3,4,42979,3
1982,1,NA,4,0,6334,6
1982,1,NA,4,3,20358,5
1982,1,NA,4,6,20358,6
1982,1,NA,4,1,29406,4
1982,1,NA,4,2,16287,4
1982,1,NA,4,6,8143,6
1982,1,NA,4,5,8143,2
1982,1,NA,4,1,38455,6
1982,1,NA,4,0,20358,3
1982,1,NA,4,4,54289,4
1982,1,NA,4,5,24882,6
1982,1,NA,4,1,54289,5
1982,1,NA,4,1,42979,6
1982,1,NA,4,0,29406,2
1982,1,NA,4,1,29406,4
1982,1,NA,5,1,NA,4
1982,1,NA,5,3,8143,NA
1982,1,NA,5,2,24882,4
1982,1,NA,5,3,8143,NA
1982,1,NA,5,3,16287,4
1982,1,NA,5,6,8143,2
1982,1,NA,5,3,38455,4
1982,1,NA,5,1,13572,4
1982,1,NA,5,6,33931,3
1982,1,NA,5,0,8143,6
1982,1,NA,5,5,76909,3
1982,1,NA,5,3,3619,4
1982,1,NA,5,1,76909,4
1982,1,NA,5,0,33931,2
1982,1,NA,5,0,6334,NA
1982,1,NA,5,0,6334,4
1982,1,NA,5,6,29406,5
1982,1,NA,5,4,9953,5
1982,1,NA,5,5,NA,5
1982,1,NA,5,1,54289,4
1982,1,NA,5,6,NA,NA
1982,1,NA,5,1,NA,NA
1982,1,NA,5,2,8143,2
1982,1,NA,5,5,6334,6
1982,1,NA,5,6,NA,7
1982,1,NA,5,0,33931,4
1982,1,NA,5,3,20358,4
1982,1,NA,5,6,16287,5
1982,1,NA,5,0,24882,5
1982,1,NA,5,5,38455,5
1982,1,NA,5,5,8143,6
1982,2,NA,5,1,11763,4
1982,1,NA,5,0,NA,1
1982,1,NA,5,6,20358,7
1982,1,NA,5,4,NA,7
1982,1,NA,5,1,NA,7
1982,1,NA,5,4,16287,1
1982,1,NA,5,3,54289,6
1982,2,NA,5,0,905,4
1982,2,NA,5,1,3619,3
1982,1,NA,5,1,24882,3
1982,1,NA,5,0,6334,4
1982,1,NA,5,3,NA,NA
1982,1,NA,5,1,11763,5
1982,1,NA,5,NA,113330,6
1982,1,NA,5,0,20358,4
1982,1,NA,5,1,20358,7
1982,1,NA,5,1,NA,6
1982,1,NA,5,6,NA,7
1982,1,NA,5,0,54289,4
1982,1,NA,5,1,NA,4
1982,1,NA,5,5,24882,6
1982,1,NA,5,1,24882,3
1982,1,NA,5,6,3619,7
1982,1,NA,5,1,38455,4
1982,1,NA,5,3,20358,4
1982,1,NA,5,3,11763,NA
1982,1,NA,5,0,6334,7
1982,1,NA,5,4,20358,7
1982,1,NA,5,1,42979,4
1982,1,NA,5,1,38455,4
1982,1,NA,5,2,38455,4
1982,2,NA,2,NA,NA,NA
1982,2,NA,2,0,16287,NA
1982,2,NA,2,0,9953,7
1982,2,NA,2,3,NA,3
1982,2,NA,2,3,NA,3
1982,2,NA,2,1,16287,5
1982,2,NA,3,0,33931,3
1982,2,NA,3,0,13572,3
1982,2,NA,3,2,13572,3
1982,2,NA,3,2,54289,2
1982,2,NA,3,0,24882,1
1982,2,NA,3,1,8143,3
1982,2,NA,3,1,38455,4
1982,2,NA,3,2,76909,5
1982,2,NA,3,2,54289,6
1982,2,NA,3,1,113330,4
1982,2,NA,3,1,76909,3
1982,2,NA,3,0,905,4
1982,2,NA,3,1,11763,2
1982,2,NA,4,3,NA,3
1982,2,NA,5,4,24882,4
1982,2,NA,5,0,NA,4
1982,2,NA,5,0,NA,5
1982,2,NA,5,1,NA,2
1982,2,NA,5,0,NA,2
1982,2,NA,5,0,16287,7
1982,2,NA,5,3,42979,3
1982,2,NA,5,1,9953,4
1982,2,NA,5,5,6334,4
1982,2,NA,5,0,9953,4
1982,2,NA,5,2,905,1
1982,2,NA,6,2,3619,4
1982,2,NA,7,0,3619,6
1982,2,NA,7,3,24882,5
1982,2,NA,7,0,16287,4
1982,2,NA,7,1,20358,4
1982,2,NA,9,0,8143,1
1982,2,NA,9,1,6334,2
1982,2,NA,9,0,9953,2
1982,2,NA,5,1,113330,7
1982,2,NA,5,2,8143,4
1982,2,NA,5,0,16287,4
1982,2,NA,9,1,29406,4
1982,2,NA,9,1,24882,6
1982,2,NA,5,0,16287,3
1982,2,NA,5,0,6334,4
1982,2,NA,6,1,16287,NA
1982,2,NA,6,1,9953,6
1982,2,NA,6,0,6334,4
1982,2,NA,1,2,76909,4
1982,2,NA,1,2,24882,1
1982,2,NA,2,2,33931,7
1982,2,NA,2,2,42979,NA
1982,2,NA,2,2,8143,NA
1982,2,NA,2,0,54289,4
1982,2,NA,2,1,54289,4
1982,2,NA,2,3,16287,2
1982,2,NA,3,0,33931,2
1982,2,NA,3,5,33931,4
1982,2,NA,3,0,42979,4
1982,2,NA,3,1,24882,4
1982,2,NA,3,1,20358,NA
1982,2,NA,3,0,54289,6
1982,2,NA,3,0,54289,4
1982,2,NA,3,3,76909,4
1982,2,NA,3,1,38455,2
1982,2,NA,4,6,NA,NA
1982,2,NA,4,3,20358,4
1982,2,NA,4,3,42979,2
1982,2,NA,4,0,24882,4
1982,2,NA,4,3,20358,4
1982,2,NA,4,2,16287,3
1982,2,NA,4,3,54289,4
1982,2,NA,5,0,3619,5
1982,2,NA,5,2,54289,4
1982,2,NA,5,1,54289,5
1982,2,NA,5,0,42979,7
1982,2,NA,5,1,38455,1
1982,2,NA,5,1,24882,6
1982,2,NA,5,1,6334,4
1982,2,NA,5,0,11763,6
1982,2,NA,6,1,54289,3
1982,2,NA,7,0,3619,NA
1982,2,NA,7,0,11763,4
1982,2,NA,7,0,905,3
1982,2,NA,7,0,11763,2
1982,2,NA,7,0,3619,5
1982,2,NA,7,2,20358,3
1982,2,NA,7,0,11763,2
1982,2,NA,7,0,38455,4
1982,2,NA,7,0,24882,4
1982,2,NA,7,0,8143,3
1982,2,NA,9,1,24882,4
1982,2,NA,9,1,NA,4
1982,2,NA,9,1,6334,3
1982,2,NA,9,1,54289,3
1982,2,NA,9,1,20358,4
1982,2,NA,9,0,33931,2
1982,2,NA,9,0,33931,1
1982,2,NA,9,0,6334,2
1982,2,NA,9,3,8143,2
1982,2,NA,9,1,11763,4
1982,2,NA,9,3,6334,4
1982,2,NA,6,1,16287,4
1982,2,NA,6,1,11763,5
1982,2,NA,8,1,24882,4
1982,2,NA,5,0,13572,2
1982,2,NA,7,1,29406,7
1982,2,NA,7,1,6334,6
1982,2,NA,7,0,6334,2
1982,2,NA,7,2,8143,NA
1982,2,NA,7,6,NA,NA
1982,2,NA,7,5,6334,6
1982,2,NA,7,3,24882,NA
1982,2,NA,7,1,20358,2
1982,2,NA,7,6,3619,NA
1982,2,NA,7,1,3619,NA
1982,2,NA,6,2,13572,2
1982,2,NA,6,5,9953,4
1982,2,NA,6,2,24882,3
1982,2,NA,6,1,29406,3
1982,2,NA,6,1,905,4
1982,2,NA,6,2,16287,2
1982,2,NA,6,6,13572,7
1982,2,NA,6,2,9953,7
1982,2,NA,6,1,8143,6
1982,2,NA,6,2,3619,1
1982,2,NA,6,1,NA,4
1982,2,NA,6,0,24882,2
1982,2,NA,6,4,9953,2
1982,2,NA,6,2,20358,3
1982,2,NA,6,0,6334,NA
1982,2,NA,6,0,16287,5
1982,2,NA,6,1,11763,4
1982,2,NA,6,0,8143,3
1982,2,NA,6,0,13572,4
1982,2,NA,5,0,NA,2
1982,2,NA,5,1,38455,NA
1982,2,NA,5,0,NA,2
1982,2,NA,5,0,76909,NA
1982,2,NA,5,0,24882,NA
1982,2,NA,5,4,24882,NA
1982,2,NA,5,1,38455,NA
1982,2,NA,5,2,3619,2
1982,2,NA,5,1,13572,NA
1982,2,NA,5,0,76909,2
1982,2,NA,5,0,16287,NA
1982,2,NA,5,5,NA,2
1982,2,NA,5,1,9953,NA
1982,2,NA,5,0,NA,2
1982,2,NA,5,1,NA,2
1982,2,NA,2,1,54289,4
1982,2,NA,2,0,33931,4
1982,2,NA,2,0,11763,6
1982,2,NA,2,0,42979,4
1982,2,NA,2,1,16287,4
1982,2,NA,2,1,16287,5
1982,2,NA,2,0,9953,4
1982,2,NA,2,3,905,NA
1982,2,NA,2,0,38455,4
1982,2,NA,2,3,905,2
1982,2,NA,2,0,905,7
1982,2,NA,2,0,9953,2
1982,2,NA,2,1,76909,4
1982,2,NA,2,0,20358,6
1982,2,NA,2,0,13572,5
1982,2,NA,2,0,NA,4
1982,2,NA,2,3,20358,4
1982,2,NA,2,2,20358,5
1982,2,NA,2,2,76909,3
1982,2,NA,2,0,NA,2
1982,2,NA,2,0,54289,3
1982,2,NA,2,NA,NA,NA
1982,2,NA,2,6,42979,2
1982,2,NA,2,1,NA,4
1982,2,NA,2,0,NA,NA
1982,2,NA,2,0,24882,1
1982,2,NA,2,0,76909,2
1982,2,NA,2,2,54289,3
1982,2,NA,2,3,33931,NA
1982,2,NA,2,2,54289,5
1982,2,NA,2,2,113330,3
1982,2,NA,2,1,NA,5
1982,2,NA,2,NA,NA,5
1982,2,NA,2,1,54289,2
1982,2,NA,2,1,113330,1
1982,2,NA,2,4,54289,1
1982,2,NA,2,1,54289,4
1982,2,NA,2,0,20358,6
1982,2,NA,2,3,76909,3
1982,2,NA,7,1,NA,NA
1982,2,NA,7,0,113330,5
1982,2,NA,7,1,54289,4
1982,2,NA,7,5,11763,7
1982,2,NA,7,1,16287,3
1982,2,NA,7,1,76909,3
1982,2,NA,7,1,29406,1
1982,2,NA,7,1,38455,1
1982,2,NA,7,0,8143,1
1982,2,NA,7,0,20358,5
1982,2,NA,7,0,NA,NA
1982,2,NA,7,4,33931,5
1982,2,NA,7,2,6334,7
1982,2,NA,7,1,8143,4
1982,2,NA,5,0,29406,6
1982,2,NA,5,1,11763,2
1982,2,NA,5,0,33931,4
1982,2,NA,5,1,24882,4
1982,2,NA,5,0,113330,NA
1982,2,NA,5,0,54289,3
1982,2,NA,5,0,42979,2
1982,2,NA,5,2,54289,4
1982,2,NA,5,0,29406,6
1982,2,NA,5,0,20358,6
1982,2,NA,5,2,8143,2
1982,2,NA,5,0,6334,NA
1982,2,NA,5,1,3619,4
1982,2,NA,5,1,9953,4
1982,2,NA,5,3,NA,NA
1982,2,NA,5,1,6334,4
1982,2,NA,5,1,8143,NA
1982,2,NA,5,0,13572,NA
1982,2,NA,5,0,3619,2
1982,2,NA,5,1,8143,NA
1982,2,NA,5,1,NA,NA
1982,2,NA,5,0,6334,3
1982,2,NA,5,0,16287,NA
1982,2,NA,5,0,6334,2
1982,2,NA,5,0,3619,NA
1982,2,NA,5,1,NA,2
1982,2,NA,5,6,24882,NA
1982,2,NA,5,0,33931,6
1982,2,NA,5,0,33931,NA
1982,2,NA,5,0,NA,2
1982,2,NA,5,1,6334,4
1982,2,NA,6,1,9953,3
1982,2,NA,6,0,29406,3
1982,2,NA,6,0,20358,3
1982,2,NA,6,0,54289,4
1982,2,NA,6,0,8143,4
1982,2,NA,6,1,16287,4
1982,2,NA,6,0,NA,4
1982,2,NA,6,1,54289,6
1982,2,NA,6,0,NA,4
1982,2,NA,6,0,20358,2
1982,2,NA,6,2,42979,4
1982,2,NA,6,0,20358,5
1982,2,NA,6,0,16287,5
1982,2,NA,6,0,54289,4
1982,2,NA,6,1,NA,7
1982,2,NA,6,1,NA,3
1982,2,NA,6,0,NA,3
1982,2,NA,6,4,13572,2
1982,2,NA,6,0,6334,4
1982,2,NA,6,0,NA,4
1982,2,NA,6,0,76909,4
1982,2,NA,6,1,20358,4
1982,2,NA,6,1,33931,4
1982,2,NA,6,5,9953,4
1982,2,NA,6,0,76909,4
1982,2,NA,5,0,11763,4
1982,2,NA,5,1,16287,4
1982,2,NA,5,0,42979,5
1982,2,NA,5,1,11763,2
1982,2,NA,5,5,11763,3
1982,2,NA,5,0,9953,4
1982,2,NA,5,1,3619,NA
1982,2,NA,5,1,13572,3
1982,2,NA,5,0,3619,6
1982,2,NA,5,1,3619,4
1982,2,NA,5,2,6334,3
1982,2,NA,5,2,29406,6
1982,2,NA,5,0,20358,4
1982,2,NA,5,0,11763,4
1982,2,NA,5,1,9953,3
1982,2,NA,5,1,11763,4
1982,2,NA,5,1,11763,6
1982,2,NA,5,0,33931,6
1982,2,NA,5,1,11763,4
1982,2,NA,5,0,76909,4
1982,2,NA,5,0,9953,4
1982,2,NA,5,1,29406,3
1982,2,NA,5,3,54289,3
1982,2,NA,5,3,54289,5
1982,2,NA,5,0,76909,2
1982,2,NA,5,1,54289,2
1982,2,NA,5,3,8143,3
1982,2,NA,5,6,24882,4
1982,2,NA,5,0,54289,5
1982,2,NA,3,0,20358,5
1982,2,NA,3,1,9953,1
1982,2,NA,3,1,11763,5
1982,2,NA,3,1,20358,2
1982,2,NA,3,0,54289,2
1982,2,NA,3,1,29406,4
1982,2,NA,3,0,6334,3
1982,2,NA,3,1,113330,3
1982,2,NA,3,0,905,NA
1982,2,NA,3,3,8143,5
1982,2,NA,3,0,11763,6
1982,2,NA,3,0,38455,6
1982,2,NA,3,0,905,5
1982,2,NA,3,0,3619,2
1982,2,NA,3,0,9953,5
1982,2,NA,3,2,24882,4
1982,2,NA,3,3,16287,3
1982,2,NA,3,0,NA,4
1982,2,NA,3,0,905,NA
1982,2,NA,3,6,29406,2
1982,2,NA,3,2,54289,3
1982,2,NA,3,0,6334,2
1982,2,NA,3,0,24882,3
1982,2,NA,3,3,29406,2
1982,2,NA,3,3,NA,NA
1982,2,NA,3,1,54289,4
1982,2,NA,3,0,29406,2
1982,2,NA,3,0,NA,2
1982,2,NA,3,NA,NA,NA
1982,2,NA,3,1,24882,2
1982,2,NA,3,0,9953,3
1982,2,NA,3,1,20358,6
1982,2,NA,3,0,20358,6
1982,2,NA,3,2,24882,4
1982,2,NA,3,1,54289,4
1982,2,NA,3,2,24882,4
1982,2,NA,3,3,13572,4
1982,2,NA,3,0,20358,2
1982,2,NA,3,2,54289,2
1982,2,NA,3,0,76909,4
1982,2,NA,3,4,38455,4
1982,2,NA,3,1,3619,4
1982,2,NA,3,0,8143,4
1982,2,NA,3,1,38455,2
1982,2,NA,3,4,3619,2
1982,2,NA,3,2,24882,2
1982,2,NA,9,2,24882,4
1982,2,NA,9,1,29406,4
1982,2,NA,9,0,3619,2
1982,2,NA,9,0,76909,4
1982,2,NA,9,1,905,4
1982,2,NA,9,1,905,6
1982,2,NA,9,1,24882,4
1982,2,NA,9,2,3619,6
1982,2,NA,9,2,6334,3
1982,2,NA,9,0,42979,1
1982,2,NA,9,0,42979,4
1982,2,NA,9,3,42979,1
1982,2,NA,9,1,9953,5
1982,2,NA,9,2,54289,4
1982,2,NA,9,0,6334,3
1982,2,NA,9,3,16287,1
1982,2,NA,9,1,54289,4
1982,2,NA,9,1,6334,4
1982,2,NA,9,0,24882,2
1983,1,NA,1,2,9397,4
1983,1,NA,1,3,40577,NA
1983,1,NA,1,5,126110,4
1983,1,NA,1,2,51256,5
1983,1,NA,1,1,15377,NA
1983,1,NA,1,2,51256,4
1983,1,NA,1,2,36306,NA
1983,1,NA,1,0,9397,4
1983,1,NA,1,1,51256,NA
1983,1,NA,1,6,126110,6
1983,1,NA,1,3,51256,NA
1983,1,NA,1,1,126110,3
1983,1,NA,1,2,40577,NA
1983,1,NA,1,4,126110,NA
1983,1,NA,1,2,NA,NA
1983,1,NA,1,5,72612,NA
1983,1,NA,1,5,27764,4
1983,1,NA,1,1,51256,4
1983,1,NA,1,5,51256,5
1983,1,NA,1,6,51256,NA
1983,1,NA,1,5,36306,6
1983,1,NA,1,5,126110,NA
1983,1,NA,1,6,126110,5
1983,1,NA,1,6,27764,NA
1983,1,NA,1,5,126110,4
1983,1,NA,1,5,126110,NA
1983,1,NA,2,1,51256,NA
1983,1,NA,2,1,NA,NA
1983,1,NA,2,3,NA,NA
1983,1,NA,2,3,72612,2
1983,1,NA,2,1,3417,2
1983,1,NA,2,2,126110,4
1983,1,NA,2,5,51256,2
1983,1,NA,2,4,51256,NA
1983,1,NA,2,0,3417,4
1983,2,NA,2,0,32035,NA
1983,2,NA,2,0,9397,2
1983,1,NA,2,3,NA,5
1983,1,NA,2,2,19221,NA
1983,1,NA,2,5,15377,4
1983,1,NA,2,5,23492,4
1983,1,NA,2,1,51256,NA
1983,1,NA,2,3,7688,4
1983,1,NA,2,3,36306,NA
1983,1,NA,2,1,51256,2
1983,1,NA,2,5,72612,NA
1983,1,NA,2,0,NA,4
1983,1,NA,2,6,15377,4
1983,1,NA,2,5,19221,6
1983,1,NA,2,0,27764,NA
1983,1,NA,2,2,72612,NA
1983,1,NA,2,1,5980,1
1983,1,NA,2,3,12814,NA
1983,1,NA,2,1,51256,NA
1983,2,NA,2,3,51256,NA
1983,1,NA,2,0,15377,2
1983,1,NA,2,2,19221,NA
1983,2,NA,2,0,15377,5
1983,1,NA,2,1,15377,NA
1983,2,NA,2,1,32035,4
1983,1,NA,2,1,72612,NA
1983,1,NA,2,1,51256,2
1983,1,NA,2,0,NA,NA
1983,1,NA,2,2,15377,NA
1983,1,NA,2,1,51256,3
1983,1,NA,2,0,40577,NA
1983,2,NA,2,1,51256,1
1983,2,NA,2,3,72612,NA
1983,2,NA,2,1,72612,2
1983,2,NA,2,1,72612,NA
1983,2,NA,2,2,51256,4
1983,2,NA,2,0,72612,NA
1983,2,NA,2,2,72612,4
1983,1,NA,2,5,12814,NA
1983,2,NA,2,2,NA,5
1983,1,NA,2,3,32035,NA
1983,1,NA,2,4,27764,5
1983,1,NA,2,5,51256,NA
1983,1,NA,2,1,19221,4
1983,1,NA,2,0,40577,NA
1983,1,NA,2,5,40577,6
1983,1,NA,2,6,126110,4
1983,1,NA,2,1,40577,2
1983,2,NA,2,7,40577,NA
1983,2,NA,2,0,9397,6
1983,2,NA,2,0,NA,NA
1983,2,NA,2,0,NA,4
1983,1,NA,2,5,36306,NA
1983,1,NA,2,1,51256,5
1983,1,NA,2,3,NA,NA
1983,1,NA,2,0,NA,NA
1983,1,NA,2,1,15377,NA
1983,1,NA,2,0,126110,2
1983,1,NA,2,1,7688,NA
1983,1,NA,2,1,40577,4
1983,1,NA,2,4,51256,NA
1983,1,NA,2,0,27764,NA
1983,1,NA,2,0,23492,3
1983,1,NA,2,0,23492,NA
1983,1,NA,2,5,23492,4
1983,1,NA,2,5,27764,NA
1983,1,NA,2,6,23492,NA
1983,1,NA,2,5,36306,4
1983,1,NA,2,3,NA,NA
1983,1,NA,2,6,NA,6
1983,1,NA,2,6,19221,NA
1983,2,NA,2,4,27764,4
1983,1,NA,2,2,72612,4
1983,1,NA,2,5,23492,NA
1983,1,NA,2,3,72612,1
1983,1,NA,2,0,19221,NA
1983,1,NA,2,4,72612,7
1983,1,NA,2,2,72612,NA
1983,1,NA,2,2,72612,3
1983,1,NA,2,5,23492,NA
1983,1,NA,2,5,126110,4
1983,1,NA,2,5,126110,NA
1983,1,NA,2,6,126110,5
1983,1,NA,2,5,126110,NA
1983,1,NA,2,6,36306,6
1983,1,NA,2,1,23492,4
1983,1,NA,2,4,51256,4
1983,1,NA,2,1,51256,NA
1983,1,NA,2,5,36306,4
1983,1,NA,2,3,NA,5
1983,1,NA,2,6,NA,NA
1983,1,NA,2,5,9397,4
1983,1,NA,2,0,72612,3
1983,1,NA,2,0,NA,NA
1983,1,NA,2,6,NA,NA
1983,1,NA,2,2,11105,1
1983,1,NA,2,1,7688,NA
1983,1,NA,2,5,51256,NA
1983,1,NA,2,1,51256,1
1983,2,NA,2,0,19221,NA
1983,2,NA,2,2,3417,4
1983,1,NA,2,0,5980,NA
1983,1,NA,2,5,15377,NA
1983,1,NA,2,1,27764,4
1983,1,NA,2,1,12814,NA
1983,1,NA,2,2,7688,NA
1983,2,NA,2,3,15377,NA
1983,1,NA,2,0,51256,NA
1983,1,NA,2,0,11105,NA
1983,1,NA,2,1,51256,4
1983,1,NA,2,0,72612,NA
1983,1,NA,2,5,36306,4
1983,1,NA,2,1,3417,NA
1983,1,NA,2,2,7688,NA
1983,1,NA,2,5,126110,5
1983,1,NA,2,0,72612,NA
1983,1,NA,2,0,15377,NA
1983,1,NA,3,2,40577,4
1983,1,NA,3,1,40577,NA
1983,1,NA,3,1,72612,2
1983,1,NA,3,1,51256,NA
1983,1,NA,3,1,23492,4
1983,1,NA,3,2,23492,NA
1983,1,NA,3,6,19221,7
1983,1,NA,3,5,72612,NA
1983,1,NA,3,3,40577,NA
1983,1,NA,3,2,51256,4
1983,1,NA,3,5,19221,NA
1983,2,NA,3,3,NA,NA
1983,2,NA,3,0,12814,NA
1983,2,NA,3,0,7688,6
1983,2,NA,3,0,36306,NA
1983,1,NA,3,1,27764,6
1983,1,NA,3,1,5980,NA
1983,1,NA,3,1,NA,4
1983,1,NA,3,0,9397,NA
1983,1,NA,3,0,23492,3
1983,1,NA,3,1,36306,NA
1983,1,NA,3,0,36306,NA
1983,1,NA,3,5,27764,3
1983,1,NA,3,5,126110,NA
1983,1,NA,3,5,32035,4
1983,1,NA,3,3,NA,NA
1983,1,NA,3,3,126110,6
1983,1,NA,3,4,NA,NA
1983,1,NA,3,5,126110,6
1983,1,NA,3,3,19221,3
1983,1,NA,3,0,36306,NA
1983,1,NA,3,5,72612,4
1983,1,NA,3,1,40577,4
1983,1,NA,3,2,9397,4
1983,1,NA,3,6,51256,NA
1983,1,NA,3,3,32035,4
1983,1,NA,3,3,32035,NA
1983,1,NA,3,4,126110,3
1983,1,NA,3,3,NA,NA
1983,2,NA,3,1,12814,4
1983,2,NA,3,0,19221,NA
1983,2,NA,3,2,36306,3
1983,2,NA,3,0,32035,6
1983,1,NA,3,3,3417,4
1983,1,NA,3,1,32035,NA
1983,1,NA,3,1,51256,NA
1983,1,NA,3,6,11105,5
1983,1,NA,3,1,19221,NA
1983,1,NA,3,3,36306,5
1983,1,NA,3,5,11105,NA
1983,1,NA,3,2,51256,3
1983,1,NA,3,6,126110,NA
